Pressure (Pa): comment                                           
       12096
    20.000  -380.918   1511.06 12609.994     0 0 0 0231
    20.000  -390.459   1515.53 12946.075     0 0 0 0231
    20.000  -400.000   1520.00 13282.944     1 0 024233
    25.000     0.759      0.00     0.000     1 0 0 0 12
    25.000     0.282     12.87    12.868     0 0 0 0 11
    25.000    -0.672     38.15    38.605     0 0 0 0 11
    25.000    -1.149     50.57    51.473     0 0 0 0 11
    25.000    -1.663     63.78    65.340     0 0 015 11
    25.000    -2.104     74.98    77.237     0 0 0 0151
    25.000    -2.581     86.95    90.105     0 0 0 0151
    25.000    -3.058     98.76   102.973     0 0 0 0151
    25.000    -3.535    110.42   115.841     0 0 0 0151
    25.000    -4.489    133.28   141.578     0 0 0 0151
    25.000    -4.966    144.48   154.446     0 0 0 0151
    25.000    -5.443    155.52   167.314     0 0 0 0151
    25.000    -5.920    166.42   180.183     0 0 0 0151
    25.000    -6.875    187.76   205.946     0 0 0 0151
